year,source_period,geography,state,geoid,state_fips,county_fips,dataset,source_family,measurement_type,table_id,table_title,variable_id,source_label,estimate,margin_of_error,unit,universe,concept,source_url,notes
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_011E,Estimate!!Total!!Europe!!Northern Europe!!Sweden,184,79,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_012E,Estimate!!Total!!Europe!!Northern Europe!!Other Northern Europe,82,57,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_013E,Estimate!!Total!!Europe!!Western Europe,6235,605,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_014E,Estimate!!Total!!Europe!!Western Europe!!Austria,405,122,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_015E,Estimate!!Total!!Europe!!Western Europe!!Belgium,197,92,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_016E,Estimate!!Total!!Europe!!Western Europe!!France,868,198,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_017E,Estimate!!Total!!Europe!!Western Europe!!Germany,3807,498,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_018E,Estimate!!Total!!Europe!!Western Europe!!Netherlands,320,122,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_019E,Estimate!!Total!!Europe!!Western Europe!!Switzerland,577,179,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_020E,Estimate!!Total!!Europe!!Western Europe!!Other Western Europe,61,98,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_021E,Estimate!!Total!!Europe!!Southern Europe,14623,1039,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_022E,Estimate!!Total!!Europe!!Southern Europe!!Greece,2619,426,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_023E,Estimate!!Total!!Europe!!Southern Europe!!Italy,9142,779,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_024E,Estimate!!Total!!Europe!!Southern Europe!!Portugal,1521,395,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_025E,Estimate!!Total!!Europe!!Southern Europe!!Spain,1326,472,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_026E,Estimate!!Total!!Europe!!Southern Europe!!Other Southern Europe,15,24,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_027E,Estimate!!Total!!Europe!!Eastern Europe,32832,1687,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_028E,Estimate!!Total!!Europe!!Eastern Europe!!Albania,1272,380,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_029E,Estimate!!Total!!Europe!!Eastern Europe!!Belarus,725,262,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_030E,Estimate!!Total!!Europe!!Eastern Europe!!Bulgaria,573,203,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_031E,Estimate!!Total!!Europe!!Eastern Europe!!Croatia,1999,463,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_032E,Estimate!!Total!!Europe!!Eastern Europe!!Czechoslovakia (includes Czech Republic and Slovakia),485,142,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_033E,Estimate!!Total!!Europe!!Eastern Europe!!Hungary,871,248,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_034E,Estimate!!Total!!Europe!!Eastern Europe!!Latvia,397,184,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_035E,Estimate!!Total!!Europe!!Eastern Europe!!Lithuania,224,105,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_036E,Estimate!!Total!!Europe!!Eastern Europe!!Macedonia,1058,311,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_037E,Estimate!!Total!!Europe!!Eastern Europe!!Moldova,300,194,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_038E,Estimate!!Total!!Europe!!Eastern Europe!!Poland,12995,1083,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_039E,Estimate!!Total!!Europe!!Eastern Europe!!Romania,1245,367,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_040E,Estimate!!Total!!Europe!!Eastern Europe!!Russia,5248,662,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_041E,Estimate!!Total!!Europe!!Eastern Europe!!Ukraine,3323,537,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_042E,Estimate!!Total!!Europe!!Eastern Europe!!Bosnia and Herzegovina,303,158,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_043E,Estimate!!Total!!Europe!!Eastern Europe!!Yugoslavia,1247,358,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_044E,Estimate!!Total!!Europe!!Eastern Europe!!Yugoslavia!!Serbia,172,103,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_045E,Estimate!!Total!!Europe!!Eastern Europe!!Other Eastern Europe,567,324,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_046E,"Estimate!!Total!!Europe!!Europe, n.e.c.",82,68,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_047E,Estimate!!Total!!Asia,110531,1858,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,New Jersey,05000US34003,34,003,2006-2010 ACS 5-Year Detailed Tables,American Community Survey,survey estimate,B05006,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,B05006_048E,Estimate!!Total!!Asia!!Eastern Asia,56771,1799,persons,Foreign-born population excluding population born at sea,PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
